Tweet ID	Country	Date	Tweet	Definitely English	Ambiguous	Definitely Not English	Code-Switched	Ambiguous due to Named Entities	Automatically Generated Tweets
287013601330479105	US	2013-01-04	@del_webb13 hahaa I never get told to be a post... 😕 But I'll most likely guard yaaaa!	1	0	0	0	0	0
287043679011631105	BR	2013-01-04	vou começar pela melhor metade (8)	0	0	1	0	0	0
287056970421268480	US	2013-01-04	@Opucar91 @tim_allen111 I'm in Tennessee.. Only bears and mountain lions round these parts	1	0	0	0	0	0
287083436844412928	US	2013-01-04	Can't do right without doing wrong first	1	0	0	0	0	0
287085647129354240	MX	2013-01-04	Tweet 4484 Dedicado a @ZayraIzquierdo_ :*	0	0	1	0	0	0
287272742481432577	US	2013-01-04	@FlaccidDaddy and goodluck on that young occupation	1	0	0	0	0	0
287304673470337025	GB	2013-01-04	@kiapegg ahh okay how old ate you I am 13	1	0	0	0	0	0
287311564976037889	MX	2013-01-04	\@erikitalaran: @supermery1969 @pagemasteragain @sococampos Jajajaja bolitaaaaaa!!!!\" siiii!!!"	0	0	1	0	0	0
287388987629395971	ID	2013-01-05	Mampir ke bandung sini ajak si cantik \@revavirginari: Hay mommy. Rindu deh kecup dongs dongs RT @Da_SickGirl: Aseeek!"	0	0	1	0	0	0
287459359477358592	MX	2013-01-05	@Paty_VanGogh rangoo???? Regalame el reloj mejor xDDDDDDDDDD	0	0	1	0	0	0
287510915979558913	ID	2013-01-05	yo otw ki \@Vhitri_a: Rpp kw kan cah selo \"@tebeeng: lg jrug tkan ngomah iki \"@Vhitri_a: Kw wae le rene pie \"@tebeeng: hoo \"@Vhitri_a: Kad"	0	0	1	0	0	0
287551697151205376	CA	2013-01-05	Rain bitches but get my dick on with  at least 3 chicks at York, these hoes are easy game don't change baby haha	1	0	0	0	0	0
287581900179128320	US	2013-01-05	#SexSurvey 74: If you were a stripper, what would your name be? (Trixie or Tricktina as a girl - as a boy my name)	1	0	0	0	0	0
287610375464165377	US	2013-01-05	RT“@iLeexi: I feel shittttttty, I can't even get off my bed. No srsly I feel rlly sick and shitty”	1	0	0	0	0	0
287649877515706368	TR	2013-01-05	Müdürlüğümüzün 2013 yılında hayata geçireceği projeler üzerinde ki çalışmalar sona yaklaşıldı.	0	0	1	0	0	0
287751454964465664	US	2013-01-06	I'm Just Gone Continue Doing What I Want To.	1	0	0	0	0	0
287774901190918144	US	2013-01-06	\@adampoulos1: @TyreceSpeaight_ even me!!!\" Are you at the party"	1	0	0	0	0	0
287908359716339712	RU	2013-01-06	И повторится все как в старь... (@ Обуховский Завод) [pic]: http://t.co/6iFuTdDp	0	0	1	0	0	0
287921852771336194	RU	2013-01-06	Поехала на каток	0	0	1	0	0	0
288003511625592832	BR	2013-01-06	@_jooa amanha eu treino	0	0	1	0	0	0
288022335670341632	US	2013-01-06	YESSSSSSSSSS http://t.co/1qERLagy	1	0	0	0	0	0
288024504205185024	HU	2013-01-06	I'm at Vegyes Élelmiszer (Budapest) http://t.co/Jjhatjt0	1	0	0	0	0	1
288057328702476288	US	2013-01-06	Drinking a Mama's Little Yella Pils by @oskarblues @ Thunderdome — http://t.co/VEw7n9xn	1	0	0	0	0	0
288087662072582144	US	2013-01-07	8:00 PM @ Harrah's Las Vegas $80 NL Hold'em Poker Tournament w/ $20 Bounties @HarrahsVegas http://t.co/f1mxW5ZT	1	0	0	0	0	0
288101830326632448	US	2013-01-07	@flakachichona : You Can HAVE Them Lololololololol (x	1	0	0	0	0	0
288105060020400129	US	2013-01-07	@FEuskadi Haha no way!!!!	1	0	0	0	0	0
288152195713613824	BR	2013-01-07	@lalafernandees hauahsususuusu eita povo brasileiro bacana ahsuauauahah	0	0	1	0	0	0
288196382832074752	MY	2013-01-07	Fifi gatal! Takk abes2 nk double meaning. Iyewwww.	0	1	0	1	0	0
288412229760598016	US	2013-01-07	And my grades are top notch 🎀	1	0	0	0	0	0
288413714514845697	MX	2013-01-07	Mejor no le digo nada, si lo hago voy a parecer su mamá e igual no me hara casó.	0	0	1	0	0	0
288415723867488257	CA	2013-01-07	@KishwerM priceless!! god bless!!!	1	0	0	0	0	0
288472988402196481	US	2013-01-08	Yeah fuck saqouit fans i aint scared	1	0	0	0	0	0
288517938825265152	ID	2013-01-08	9	0	1	0	0	0	0
288535076873048064	US	2013-01-08	@Abood_566 الله يلعنك انت و افلامك يا عبيد ☺ اي والله قران و مافي نوم ☺	0	0	1	0	0	0
288591641168736256	ID	2013-01-08	8 menit lagii..mari menutup CCOS...yupppiii..*peluktas	0	0	1	0	0	0
288683878275764224	BR	2013-01-08	@victorcarbono_ nossa muito duas garrafas de vodka pura uma agnt teve que da pro policial a outra ja tava vazia hauhauahua	0	0	1	0	0	0
288724374163431427	FR	2013-01-08	@Ptaky Mdrr t'es sur ? Demandons a @AhmedElManifico stp haha	0	0	1	0	0	0
288787531921752064	NL	2013-01-08	@fabianaax wie ben jij?	0	0	1	0	0	0
288793823558127616	MX	2013-01-08	El nuevo comercial de suerox es una mamada. jajajaja	0	0	1	0	0	0
288799301323329538	US	2013-01-09	@geegrapes It's all about being real and true to yourself. The opposite of real is fake.	1	0	0	0	0	0
288813813384503297	ES	2013-01-09	BN!! Mñn toca dia agetreao pufff!!	0	0	1	0	0	0
288980705009078272	BR	2013-01-09	@ddtugavato kkkkkkkkkkkk q isso o.O	0	0	1	0	0	0
289042889483374592	CL	2013-01-09	RT @KaroliyaAmeOub @CataDeLina se los pegare en tu nombre en cualquier momento xD// Me parece perfectooooo xD jajajaj	0	0	1	0	0	0
289128558104817665	MY	2013-01-09	Whistle baby	1	0	0	0	0	0
289137651527872512	US	2013-01-09	1999 Joos DLP-115 Through-Feed Hot Veneer Press Please feel free to make an offer! All offers will be considered... http://t.co/fMFp7hDB	1	0	0	0	0	0
289146933409378308	BR	2013-01-09	@robsdlp nao vida, to pelo  ela..	0	0	1	0	0	0
289156458958954497	BR	2013-01-09	Isso mesmo kkkkkk	0	0	1	0	0	0
289206446434942977	MX	2013-01-10	Muy descontrolado sale Rolando Valdez #YaquisVsAlgodoneros	0	0	1	0	0	0
289278219516014593	US	2013-01-10	@Maalaak_q8_ ووين ماطقها عويا -__-	0	0	1	0	0	0
289337770244182017	ID	2013-01-10	Mampet hidung gw...	0	0	1	0	0	0
289372180314198016	MY	2013-01-10	Seriously, I feel Betrayed	1	0	0	0	0	0
289401913571688448	GB	2013-01-10	@Colemaan @christinafisher yes and yes ;)	1	0	0	0	0	0
289430250310488064	US	2013-01-10	@BigJoe2323 I plugged it in the computer so no	1	0	0	0	0	0
289434503309557760	US	2013-01-10	Straight ignore.	1	0	0	0	0	0
289443055742877697	US	2013-01-10	Y para acabarla habla súper lento mi compadre ....	0	0	1	0	0	0
289545287545020416	US	2013-01-11	\@FucKUPayyMee: Lawwdd it feel like somebody just punchin me in my cat. Lmaoo.\" see nasty asz"	1	0	0	0	0	0
289555114644082689	US	2013-01-11	@SammiMazzella don't text @katelindallegro it will save u from a headache #jkjkjk #loveyakate	1	0	0	0	0	0
289612153143586819	US	2013-01-11	@Ambitious_R_Us you good wyd?	1	0	0	0	0	0
289790306382147584	US	2013-01-11	@Orange_Fanatic4 rd cuzz	1	0	0	0	0	0
289804554265047040	NL	2013-01-11	wrm my avond  ga iemand anders avond verepesten	0	0	1	0	0	0
289811231638966272	RS	2013-01-11	@biebsjan0skians o.O Mockingjay. Sjaj Slobode on serbian.	1	0	0	0	0	0
289853661117562880	US	2013-01-11	@ronald_to_swoll lmfaooo that's a girl store	1	0	0	0	0	0
289866294445080576	BR	2013-01-11	@t_bouvier muito bom flamengo sim	0	0	1	0	0	0
289908229125857281	US	2013-01-12	My ears once again hurt so much	1	0	0	0	0	0
289911991559155712	BR	2013-01-12	Ishih! Gabi + Paula = a confusão... Gabi + Paula + Brenda = corre negada	0	0	1	0	0	0
289999597890318337	MY	2013-01-12	Instagram-ing laa pulakk . :-)	0	0	1	0	0	0
290052131266895873	TR	2013-01-12	@bayaniglesias tamamdir kankiii :D	0	0	1	0	0	0
290057970019082243	RU	2013-01-12	@senumt evet günün haberi :)	0	0	1	0	0	0
290209090532151298	RU	2013-01-12	Какая разница, что твориться у меня внутри? Главное выгляжу я отлично, а остальное - не имеет значения.	0	0	1	0	0	0
290221321328140288	GB	2013-01-12	Rylan... love you @bbuk  xx	0	1	0	0	0	0
290245551948169217	GB	2013-01-12	Safe to say I teared up more than I do in the average year in one night at Les Mis #musicgotmegoing #noshame	1	0	0	0	0	0
290279697508610048	MY	2013-01-13	Jinki, do you know that she has passed on?	1	0	0	0	0	0
290341060100648961	ID	2013-01-13	Maaf sayangg aku ga brmaksud menigakan dikau RT @lucianatherecia: Tuh kan ak disingkirkan gr\ orng ketiga  RT @dhina_dhindil: @anggitia_tia"	0	0	1	0	0	0
290443548040519680	JP	2013-01-13	なにこれ\n　　　 ／⌒ヽ\n　　 ／　　　＼\n　　/　　　 丶 ＼\n　 (/　　　　丶　)\n　 /　　　　　丶\\n　f　　　　　　i\n　| ●　　●　　 |\n　|　　一　　　|\n　ヽ＿＿ 　 　ノ\n　 丿ﾉ ﾉ丁丁￣l＼\n　く(_(_(＿L＿)ノ"	0	0	1	0	0	0
290474212597063682	ID	2013-01-13	@imoeddah miss u yankk :* smoga terlaksana yee, aamien http://t.co/KycLBEw5	0	0	1	0	0	0
290559042361896960	GB	2013-01-13	@Lord_Sugar Stabilisers !	1	0	0	0	0	0
290575014481235968	US	2013-01-13	Up 🏃	1	0	0	0	0	0
290581544727359488	NL	2013-01-13	Ff een paar bladzijden lezen dan hopen de ik slaperig en mijn oogjes dicht vallen	0	0	1	0	0	0
290582476085133312	NL	2013-01-13	Zo maar slapen (:	0	0	1	0	0	0
290633847740186626	US	2013-01-14	Damn your ex is a cry baby. He dont wanna talk to me.	1	0	0	0	0	0
290655544874778624	US	2013-01-14	@AndyMolitor4 she will be devastated!	1	0	0	0	0	0
290663568603484162	BR	2013-01-14	@oi_biagomes obrigada linda!! ❤	0	0	1	0	0	0
290665397542322176	BR	2013-01-14	@sweetnnessa osheee so se for agora, nele? Tuuuudo kkkkkkk	0	0	1	0	0	0
290837775006171137	BR	2013-01-14	I'm at Forquilhinha http://t.co/VX8gjg4o	1	0	0	0	0	1
290841155606806528	GB	2013-01-14	@LukeMalvern ahwwww Lukey, your profile picture is so adorable!	1	0	0	0	0	0
290891340303187969	ES	2013-01-14	Después de correr con @chay_18dp @Jmmacoco @jose_21ra una buena merienda para coger fuerzas jaja	0	0	1	0	0	0
290946147235819520	CL	2013-01-14	@Pauladominguez como va el embarazo? En que semana estas??	0	0	1	0	0	0
290991135608958976	JP	2013-01-15	iPhoneのケーブルかいにきたついでにカフェオレテイクアウトおおおお (@ カフェ・ベローチェ 鶴見店) http://t.co/IJvwc7Qh	0	0	1	0	0	0
291036266231902208	US	2013-01-15	@MarcyD13 @datdudebp4 @adeangelo13 mandarin buffet?	1	0	0	0	0	0
291146945412608001	JP	2013-01-15	@ksmt_ktうちの方が絶対早かったなwww	0	0	1	0	0	0
291188146245357568	US	2013-01-15	My baby Is completely frozen no way I can drive this shit no time soon http://t.co/5fB1vytx	1	0	0	0	0	0
291219372830232576	NL	2013-01-15	Jaja een spoedje Apeldoor. Beetje druk (@ A1) [pic]: http://t.co/a5dzjoiJ	0	0	1	0	0	0
291287463241064450	FR	2013-01-15	Cest un monde de merde	0	0	1	0	0	0
291293939246436353	FR	2013-01-15	@YaaasmineM waouuuuuu super --'	0	0	1	0	0	0
291323915832274944	BR	2013-01-15	Pequena no tamanho e cada vez maior nas suas conquistas. Só orgulho!! Aguarde sabado a comemoração será ao nosso estilo hahaha @_luanabilro	0	0	1	0	0	0
291402995080523776	US	2013-01-16	@Marc_Anthony_18 @nallelyy_j Well instead of scaring her you scared me	1	0	0	0	0	0
291413199692132352	US	2013-01-16	Everything I don't want to happen is happening. Smh I hate my life right now .!😔	1	0	0	0	0	0
291421357613404160	MX	2013-01-16	Y tu el aire que me levanta que me da fuerza para este amor #TuAmorMeHaceTantoBien..	0	0	1	0	0	0
291589994135568385	IT	2013-01-16	Linea giovane per la Juve. E' fatta per la stella del Sassuolo http://t.co/r3ZBGlB9 #calciomercato #juve	0	0	1	0	0	0
291653592354541569	JP	2013-01-16	@Laetitia_MAX ランファ！	0	0	1	0	0	0
291675016586735618	CA	2013-01-16	HOW THE FUCK DOES LIAM PAYNE TWEET \Dark\" AND GET 34,9K RETWEETS AND 24,K FAVORITES WAT"	1	0	0	0	0	0
291689101281857536	US	2013-01-16	Flip Phone Shawty!!	1	0	0	0	0	0
291695539513352193	CA	2013-01-16	Its funny because in every situation we go threw your aloud to tell ur best friend but I can't. #toobad #goingtoanyways	1	0	0	0	0	0
291770453788352512	US	2013-01-17	I am not a godly person, or a religious one for that matter. Mostly because I'm logical and I grew out of pretending. Just sayin.	1	0	0	0	0	0
291833162856792064	US	2013-01-17	Happy birthday to a handsome guy name @Oscar_swagg_  xp	1	0	0	0	0	0
291965141103296512	US	2013-01-17	@xXBRANdoN_DXx @17LAZAROW17 :'( WHAT!	1	0	0	0	0	0
291965279481778176	ES	2013-01-17	Gent en menos personalitat que..ay no,que tu eres el exemple	0	0	1	0	0	0
291975072980299776	US	2013-01-17	Ughh @HeavyHitterz91 needs to hurry the hell up and get outta work!!	1	0	0	0	0	0
291985818694864896	CL	2013-01-17	#cancionesquesonperfectas http://t.co/FbAcFuMj uno de mis temas favoritos de Placebo, no podria ser mejor este tema, la letra lo dice todo.	0	0	1	0	0	0
292002864409243648	ES	2013-01-17	Ufff que mal lo he paasado. #Muyfuertetodo	0	0	1	0	0	0
292100520456359936	US	2013-01-18	@SheeRatchettt Amen	0	1	0	0	0	0
292103939044827137	US	2013-01-18	@ChineseJasminee okay good ! Please come ! And no. I don't talk to her nor joselin . Yes ! Saturday, Sunday, Monday &amp; Tuesday ! (x	1	0	0	0	0	0
292105390039121920	GB	2013-01-18	@parcel2go_Help sadly this BOSE DOCKING STATION has not arrived and I am most annoyed. I want this item replaced asap. http://t.co/oo8bbBcp	1	0	0	0	0	0
292149480554393600	US	2013-01-18	Catfish need some hood ppl though... That would be funny	1	0	0	0	0	0
292190828217118720	US	2013-01-18	Finally bedtime. Goood freaking niighhtt!	1	0	0	0	0	0
292203654428123136	NL	2013-01-18	@EdDJGex i did the bpm because i mix quickly so i can pitch them up for quick inmixing	1	0	0	0	0	0
292322407551729664	GB	2013-01-18	Aww, how cute is that - you can text every other fucker in this world but not me #Shocking	1	0	0	0	0	0
292344805026050048	RU	2013-01-18	Я читаю только Бэна !yaoming!	0	0	1	0	0	0
292499746919182336	US	2013-01-19	@caseee_lynns12  madden!!!!!!! N	0	1	0	0	1	0
292558655755272192	ID	2013-01-19	@rerenvino nama ku nurul lain idih-_-:p	0	0	1	0	0	0
292570496283856896	CA	2013-01-19	@kristacipriani sleep is for the weak / week	1	0	0	0	0	0
292625685166555137	ID	2013-01-19	Minta sampai angka habis :p\@yudhigugum: (۳ ˚Д˚)۳ minta lo berapaaaa\"@NovfiskAbcd: Dikit amat -_- \"@yudhigugum:"	0	0	1	0	0	0
292655015997341697	US	2013-01-19	Escuchar el repique que toca el boli se me eriza la piel	0	0	1	0	0	0
292661726577561600	BR	2013-01-19	@juliasalves nem sou mesmo, devo te dreads	0	0	1	0	0	0
292677841064165378	ID	2013-01-19	@algifary21 yang sabar boy...smoga banjir nya cpt surut ya...mobil gw jg masih kejebak di PLO dari tnggal 15...	0	0	1	0	0	0
292739527003480066	BR	2013-01-19	To mal, preocupado, com raiva, triste...	0	0	1	0	0	0
292837572831477760	US	2013-01-20	I wish you would just text me this once.	1	0	0	0	0	0
292862705113628672	BR	2013-01-20	@Bigetao era p falar no chat hahhah deixa então...boa noite,te amo...sleep tight	0	1	0	1	0	0
292893327907495936	BR	2013-01-20	Nooooooossa!!! A garota acabou de lamber dentro da minha orelha!!!	0	0	1	0	0	0
292921790236348416	US	2013-01-20	Im tha only one up in my house... WHY ?	1	0	0	0	0	0
292984591717916672	MY	2013-01-20	Bought Al Fakher Orange , Grape and Vanilla. Its gonna be Vanilla Twilight.	1	0	0	0	0	0
293061926425067521	ID	2013-01-20	Males hehe :D	1	0	0	0	0	0
293133514717675520	GB	2013-01-20	just set my alarm for the first time in weeks #morningstruggle ⏰	1	0	0	0	0	0
293136098132115458	CL	2013-01-20	y empezaron los tacos	0	0	1	0	0	0
293170059466133504	MX	2013-01-21	Explorando nuevos rincones 🍷🍕🍴😋 (with Rosalía at Florentina Pizza) [pic] — http://t.co/TmTetXYx	0	0	1	0	0	0
293191827941642240	CA	2013-01-21	Luooooo	0	1	0	0	1	0
293249197942128640	US	2013-01-21	Baltimore is going CRAZY ! The celebration has just begun 😘😘😘	1	0	0	0	0	0
293274837479206913	US	2013-01-21	i got my days &amp; nights mixed up like ima newborn or sum sht .	1	0	0	0	0	0
293326591050780673	MY	2013-01-21	Bugis like got a lot of nice clothes ah	1	0	0	0	0	0
293335134835441664	MY	2013-01-21	@zBiis what happened !?	1	0	0	0	0	0
293411722742607872	US	2013-01-21	I love Beyonce eyebrows.	1	0	0	0	0	0
293450339900858368	MX	2013-01-21	Tu, yo.. Jugando xbox, piensalo.	0	0	1	0	0	0
293509122995924992	IT	2013-01-22	Ya instalado, mañana al Vaticano! (@ 1909 Bed &amp; Breakfast) http://t.co/a3eUhfIR	0	0	1	0	0	0
293542132055154688	US	2013-01-22	@skatherine16 its okay &lt;3	1	0	0	0	0	0
293749787986108416	MY	2013-01-22	@Shannlzx ahem...	0	1	0	0	0	0
293778346964312066	SE	2013-01-22	@JoelIvarsson bra initiativ!	0	0	1	0	0	0
293815680430657537	IT	2013-01-22	@xchiar5 no giuro. Non ci capisco più niente! Ahahah magari non è nemmeno russo ..	0	0	1	0	0	0
293840195969748992	ES	2013-01-22	Ufff tenia que acabar mal el dia...	0	0	1	0	0	0
293847896816771073	ES	2013-01-22	@Gemiitaa1 jajajjajjajj me meeooo coon @Noelianvas jajjajajjaja #queartetienes	0	0	1	0	0	0
293866716864319488	US	2013-01-22	@pinchedandan I'm calling u a bitch dummy	1	0	0	0	0	0
293874908251955200	US	2013-01-23	@Broph67749 why was I the last to know.... Haha	1	0	0	0	0	0
294077807657619456	JP	2013-01-23	@fmsk26 うそー全然気づかなかった(笑)明日からもー頑張ろー♪	0	0	1	0	0	0
294106488207708160	GB	2013-01-23	@BamBamBeast @NeilChallis not the 3rd ;-)	1	0	0	0	0	0
294139258304880642	US	2013-01-23	I'm bout to diiiiive in @ Nana's Diner http://t.co/PzEFbOEN	1	0	0	0	0	0
294163258158510080	US	2013-01-23	Dear @BMS_Nard is by far the best bit on the @BMS_OnTheAir. #killinit	1	0	0	0	0	0
294174331028770817	US	2013-01-23	@chachigonzales good afternoon and Happy Birthdayyyyyyyyyy *Turns on music* Time to partyyyyy	1	0	0	0	0	0
294180052097196032	CA	2013-01-23	After these exams I'm definitly gonna have to get together with friends #whatmakesthedaybetter	1	0	0	0	0	0
294215385044111361	US	2013-01-23	Ahh	0	1	0	0	0	0
294250000421113856	BR	2013-01-24	Vovozinha sua linda *----* http://t.co/RVWm594Q	0	0	1	0	0	0
294269214611632130	BR	2013-01-24	O.o	0	1	0	0	0	0
294301498437935106	US	2013-01-24	Dense Fog Advisory issued January 23 at 10:27PM CST until January 24 at 9:00AM CST by NWS Lake Charles http://t.co/1RbQFvzr	1	0	0	0	0	1
294313657574252544	US	2013-01-24	@WOLFwinningWOLF alottttttttt	1	0	0	0	0	0
294331768427917312	US	2013-01-24	Everything makes more sense on a legal pad.	1	0	0	0	0	0
294338299055706112	CL	2013-01-24	@UlloaSalgado buuuu entonce pa que me invitai?	0	0	1	0	0	0
294435183468351490	ID	2013-01-24	I didn't stop loving you, I just stopped showing it. (Inspired by @echiprutt wakakak)	1	0	0	0	0	0
294569875047866368	US	2013-01-24	Time to do work &gt;&gt;&gt;&gt;&gt;	1	0	0	0	0	0
294636124050182146	ID	2013-01-25	Jgn lpa bli mujair dgn ayam daging pa qt pe papa RT @molompar: morningg.. Hari jumat, berarti ada dahsyatnya #PasarMolompar hahaha :D	0	0	1	0	0	0
294642256114241539	US	2013-01-25	@SteveMugga omggggg	0	1	0	0	0	0
294794954117627904	ID	2013-01-25	thxyuuu jepa;;) \@zevansca: Oke syg pasti;;) (˘ʃƪ˘) \"@rindySW: @zevansca yaa gpp jepa, doain cepet taken yaaa;;)\"\""	0	0	1	0	0	0
294801010562564096	US	2013-01-25	😷😷😷 “@ForTheFame_: How some of you gays take pics wit y'all fingers in y'all asses &amp; then post them on the Internet is beyond me.”	1	0	0	0	0	0
294812993705877505	GB	2013-01-25	After all the dancehall artists I still get mad ova Busy Signal!	1	0	0	0	0	0
294822585982652417	US	2013-01-25	No no. I don't wanna get out of bed. /: gonna be a long dayy	1	0	0	0	0	0
294823131246374912	US	2013-01-25	@Dan_Reader I chose @DRTammunition Its safe enough to do a mag dump at contact distance on steel &amp; has impressive effects on soft tissue.	1	0	0	0	0	0
294877120256167936	US	2013-01-25	#WaysToGetSlapped fuckin with my nigga	1	0	0	0	0	0
295010075599310848	GB	2013-01-26	We rang 999 and they told us to go away? Rude that	1	0	0	0	0	0
